x0,x1,x2,x3,x4,x5,x6,x7,duration,event
1.5479121,0.8777569,1.7171959,1.394736,0.1883547,1.9512447,1.5222794,1.5721287,137.51114,0
0.25622725,0.90077186,0.74159604,1.8535299,1.2877302,1.6455232,0.8868284,0.45447743,113.29874,1
1.1091696,0.12763451,1.6552624,1.2633288,1.5161755,0.7090519,1.941396,1.7862422,384.47162,1
1.556767,0.38927743,0.933442,0.08760753,0.308579,1.3660979,1.4895244,1.9350195,281.875,1
0.6516507,0.7409194,0.93911165,0.37894273,0.25984302,0.9514099,0.4538187,1.339628,172.16655,1
0.8743038,1.6653564,1.4005302,0.62473327,1.6645195,1.6095287,0.77495676,0.5766562,142.75229,0
1.364991,0.27950495,0.3998164,0.01472454,1.5738487,1.3297017,1.4103308,1.5614581,230.23763,1
0.91783154,1.1374824,0.279594,0.22906014,1.3368059,0.94219244,1.1304722,1.5299977,168.17355,1
1.2694366,1.1071588,1.1184143,0.6079002,0.06163567,0.8734348,0.42916936,0.8170573,134.98979,1
1.7068062,0.46787897,0.11660548,0.5627678,0.5871875,1.323833,1.1140643,1.5677965,334.64908,1
1.3286271,0.8127737,1.6280408,0.33394584,0.045424145,0.18009572,1.4447187,0.92375445,26.464977,0
0.32254356,1.0020895,0.3046242,1.3926407,0.8923125,0.76204246,0.6030242,1.2605652,211.59436,1
0.72362524,0.17529984,0.2360118,1.9237953,1.8171614,1.3994143,0.53173995,1.9383527,431.31195,1
1.5575018,1.4337804,0.898723,0.5444831,0.19278193,1.8052047,0.9115526,0.40472674,273.80975,1
0.61191326,1.1584392,0.35354558,1.7132286,1.5170391,1.4389259,0.8641861,1.2546177,153.88243,1
1.168196,1.2996932,0.16888864,0.8316148,0.08322835,0.9879816,0.65972245,0.28904837,326.20926,1
0.20680593,1.1752892,0.34118593,1.8502402,1.1621222,0.6937396,1.181831,0.045607742,296.97614,0
1.9171184,0.9646069,1.5654705,0.16546,0.97331667,0.98141396,1.8756529,1.1434561,323.79733,1
0.9469788,0.53395134,0.663138,1.0413448,0.87782294,0.04322416,1.6525838,1.7923216,206.17223,1
0.28049818,1.1080723,0.21715148,1.3444802,0.5624676,1.3188453,1.4539893,1.537295,166.09811,1
0.21548189,1.8320237,0.46042797,0.074825116,1.109705,0.7418446,1.6595795,1.616503,166.04146,0
0.63427776,1.9057988,0.5818357,1.0301143,0.51193017,1.8720871,0.32921565,0.08982124,315.8025,1
0.87019414,1.9847511,1.7833545,1.497216,1.781585,1.7868932,1.0377167,0.6318581,458.52014,1
1.5440248,1.3233225,0.74731547,0.18893334,1.4935793,0.52492106,1.8736264,0.48194116,221.05212,1
0.24551587,1.6622254,0.30656862,0.35853663,1.1987656,1.749124,0.39286932,0.6206474,239.92085,1
1.5548097,1.9436529,1.0014824,0.287795,0.027872575,0.45931205,0.26364443,1.3553174,426.73914,1
0.24366501,1.0126599,1.3885249,1.1622332,0.3995513,1.6082491,1.4308143,1.477968,222.48685,1
0.2621155,0.2475076,1.8551251,0.79515636,0.60189736,0.9771681,1.3257284,1.9112465,485.38165,1
0.5728924,1.8496169,0.049718983,1.110396,1.2679502,0.21179481,0.2806792,0.83822864,18.10186,0
1.9324638,1.1920851,1.8660464,1.6087219,0.9347632,1.5695269,0.035673566,0.21828799,367.29773,0
1.6588572,1.5936341,0.4652815,1.0615392,1.2120316,1.7354779,1.2062143,0.82514316,278.67624,1
0.7483681,0.8517642,1.3038621,1.7349813,0.90779376,0.49567914,0.47332472,1.4920286,298.25903,1
1.6331376,0.21055616,0.13311772,1.1888673,0.29234648,1.6493284,0.62066936,0.28774387,160.56401,0
1.841941,0.33106345,0.5694402,0.30722678,0.23098013,0.042296033,0.11079082,0.34928295,341.33524,1
0.10676386,1.1822876,1.3614291,0.7872609,0.6359822,1.0090525,1.7500099,1.7022632,298.39014,1
0.08695012,0.36299682,0.47348973,0.49877515,1.1424654,0.83252484,0.09850824,0.74722826,355.7965,1
1.0475059,0.20334381,1.6669171,0.10392373,1.8496838,0.19822629,1.6871499,1.8053063,404.3998,1
1.9591414,1.6040517,1.5589551,1.2849666,1.5579927,0.26910442,1.072136,1.0284457,161.47318,1
1.7151443,0.92559874,0.770179,1.2791265,0.5329266,0.2795368,0.9557545,0.83377874,257.86484,1
0.4651399,0.7350236,0.7327849,0.65499115,0.7589282,1.3714867,0.5937529,1.8977158,187.396,0
1.8326961,0.96182084,0.6567224,1.0708696,1.697121,1.3051747,1.6087836,1.0654446,211.87944,1
1.2658353,0.57631123,1.4697863,0.40480918,1.3895962,1.7214382,0.26420566,1.2287595,297.95947,1
0.19019149,1.4514313,0.16898644,1.8718797,0.27481586,1.9177605,1.6017684,1.187364,553.99805,1
1.5652483,1.5902296,1.8920541,0.50676674,1.1801518,0.19009839,1.2323314,0.3425826,267.43802,1
1.1299012,1.144861,0.9319703,1.0452635,1.5278468,1.5984894,0.98430645,1.1991869,395.57492,1
1.8624724,0.23946717,0.23420714,0.17541802,1.3157265,0.8372166,1.5486429,1.3424628,212.90733,1
0.6672755,1.7967331,1.5250643,0.54106987,0.728384,0.62887996,0.3152233,0.29556674,4.3495374,0
1.872255,0.87580806,0.76663965,1.4593714,1.1059861,1.87228,1.560603,0.9587391,297.00586,1
0.7527189,1.9732631,1.4355205,1.9023893,0.23695715,1.7010673,1.2741477,0.24384336,339.51343,1
1.176516,1.3721927,0.024605371,0.9086359,1.650799,0.59071803,0.91709614,0.88462824,376.47394,1
0.6038548,1.8368838,1.5625881,0.22117682,1.9940693,1.7584001,0.56781685,1.6737932,271.89612,1
0.21283907,1.9982095,1.3313695,1.30025,0.18088146,1.7940668,0.057999007,0.4816561,500.58685,1
0.28604376,1.5535359,0.39640847,1.8212764,1.312538,0.07232542,0.010859668,0.10331584,333.7125,1
1.2118504,1.6029636,0.47710565,1.6988177,0.11446388,1.6019278,1.8555908,1.5442168,250.58522,1
1.3962415,1.6759604,0.080302596,0.4035642,0.24984735,1.0090619,1.4903762,1.2600237,187.93947,1
1.7022622,0.310426,1.4692422,0.38608298,0.5415175,1.4198093,1.9604095,1.2230872,463.80743,1
0.10900063,1.232618,0.084701106,1.7682915,1.4191566,0.3462557,0.18344201,0.36706644,461.28024,1
1.9600544,0.9171213,1.5681618,1.2728167,1.1448263,0.29026052,1.892049,0.6026853,246.0203,1
1.1560345,1.3995519,1.2984663,1.8811889,0.29687798,1.0167055,0.80806875,0.94833744,201.70052,0
0.23843506,0.26818922,0.5561511,0.6094092,0.8558064,1.2219751,1.2692583,0.8236218,254.96924,1
0.8175662,0.43525705,1.1766125,0.63408184,0.07211967,0.8368001,0.9482654,0.45118573,222.74783,1
1.1449158,1.1315438,1.4040043,1.295897,1.3048661,0.6324283,1.5748644,1.0982888,297.34778,1
0.86283636,1.252025,0.72131467,1.0254785,1.4734113,1.7728058,1.8421144,1.0072658,204.81203,1
1.0405502,1.5997409,0.62890136,1.6747648,0.9882833,0.23171344,0.1441183,1.6839864,78.98131,0
0.11113583,0.56122285,0.6682601,0.3459889,0.62778676,1.4853852,0.029365687,1.6543468,325.17783,1
1.713096,0.74452317,0.3072258,1.2016808,0.23934512,0.7298387,1.9168583,1.9909289,318.75235,1
1.5442098,0.621923,1.3753301,1.4108127,0.7756834,1.2817773,0.02145529,0.41811532,219.67764,1
1.0501766,0.3275026,0.33181372,1.6726086,1.978266,1.1119388,1.6781394,1.9806433,244.3693,1
0.28319177,0.8964912,0.7851454,0.16009857,1.5106603,0.86755806,0.9386539,0.30134594,161.78818,1
0.3618533,1.8142072,0.08929818,0.46570456,0.58411866,0.9803951,1.1728903,0.98657995,241.78627,1
0.16823067,0.4873349,1.6871768,1.2751774,1.2982981,1.3404065,1.5258061,0.116216965,217.32047,1
0.73321676,1.0790548,0.67691296,1.6889577,0.965145,1.5372552,1.704031,1.009583,319.8641,1
1.8191044,1.1742479,1.7005486,0.6811816,0.99763393,1.0628221,0.20995943,0.797105,298.4618,1
1.8346753,1.2616645,0.35501316,0.67771125,0.383206,0.049646262,1.8549209,0.89641464,261.57974,1
0.61507016,1.1969544,0.014628912,0.5560442,1.4060669,1.2675395,1.9636118,1.2407154,322.91208,1
0.9550117,1.5228652,1.8066558,1.441392,1.9264225,1.5640104,1.7336029,0.22820814,297.3669,1
1.4648271,0.8801774,1.1062076,1.3082048,1.9396303,1.9691561,0.5764565,1.467507,253.93648,1
1.4999671,0.6929857,0.24773955,0.08189392,1.5546863,0.9793995,1.9710803,0.9299469,286.57635,1
1.9558339,0.823152,1.5873643,0.16963854,1.1109234,1.6041195,1.8494034,1.6451662,526.6351,1
0.073941454,0.74540466,0.09739695,0.21856458,1.3506112,1.4265164,1.5474414,1.730913,375.1539,1
1.4788629,1.6017432,0.09792742,0.46907032,1.2437955,1.7162507,0.00900025,1.0292587,274.25943,1
1.3545748,0.059214577,0.8027111,1.7912698,1.3432256,0.47531673,1.7055622,0.69606286,364.624,1
1.7066894,0.5978873,1.1806405,0.79388016,0.5496501,1.7731152,0.37518737,0.16962318,358.79175,1
0.68385386,1.4352783,1.6148632,1.9974867,0.5927241,0.8158839,0.27364257,1.1497439,292.2948,1
1.9951601,1.401762,1.1904256,0.7847382,1.8305975,0.9938332,0.26873383,0.73075694,248.6851,1
0.13433334,0.40395808,0.035337564,0.9065598,1.2690805,0.68658495,0.84076357,1.9184185,142.62012,0
1.5039263,1.0817133,0.5690817,1.7939936,0.47019422,0.6506855,1.8181297,1.059084,189.57942,1
1.484636,1.1814896,1.3068784,0.59876657,0.48274413,0.6449847,0.31088313,1.7486287,269.4684,1
0.56649387,1.1229788,1.5839489,1.5676482,0.8767725,0.9525146,1.9894035,1.349195,213.45544,1
1.6292769,1.805108,1.5751797,0.37035868,1.1243415,0.20378831,1.3058443,1.9106989,266.47382,1
1.0254642,0.865945,0.0716855,1.919549,0.20600536,0.082158186,0.49213323,0.13106087,408.2983,1
0.9102357,1.0321757,0.6251399,0.10192096,0.22320074,0.76900876,0.1210569,1.3963795,455.91025,1
0.41404107,0.60414314,0.7882516,0.8332193,0.0033214153,0.22414075,1.7255291,0.002466125,354.87466,1
1.0163347,0.979004,0.6661883,0.86265403,1.5611622,1.6824074,0.52069706,0.6449809,227.05511,1
0.4849657,0.9597268,1.3665167,0.45650575,0.6614715,1.8607693,0.097138576,0.9215392,127.22342,0
1.4231161,0.30090803,0.09474804,0.27641073,1.8376464,0.018519564,0.37664396,0.062567025,521.9636,1
0.22125894,1.2402986,0.48327783,1.1384242,1.1803907,1.6988707,0.009482786,1.706739,168.20184,0
1.2382382,0.32548696,1.5458748,1.710983,0.508527,1.8375874,0.90891486,1.2068489,55.40657,0
1.9692991,0.7230722,1.6263187,0.63679826,1.598427,1.2014679,0.4327114,0.82805216,288.30005,1
0.63527125,0.15621679,0.05966954,0.6929573,0.038068295,0.3309755,1.4503666,1.4161825,203.62637,1
1.4771608,0.6343064,1.780039,1.187661,0.2520527,0.28743732,1.3861909,0.34588787,313.13013,1
1.0145854,1.983549,0.00801521,0.033159602,1.9861692,1.1692777,0.25381994,1.7946044,290.09885,1
1.7607605,1.0724008,1.243584,0.5463744,0.101039395,1.1891352,0.5895104,1.3272421,287.93002,1
1.6724904,0.03632109,1.1914276,0.46256107,1.747777,0.507329,1.2215402,1.1070817,221.15558,1
0.792333,1.3552415,1.4515393,1.1338756,1.5168445,1.9668342,0.8385448,1.0291661,292.4114,1
0.024939755,1.5920571,1.0404601,0.81592286,0.18814392,1.7793128,0.7900145,1.3651632,270.4209,1
0.2987483,1.9230993,0.35688353,0.39908397,1.7179657,1.8251655,0.42429483,0.9396018,223.84679,1
1.4669898,1.7567315,0.7581054,1.034039,1.4834328,1.4622719,1.5659202,1.1398677,224.93605,1
0.2092302,1.8079466,1.731145,1.5961949,0.19972496,0.40879473,1.4872007,0.04628019,169.81813,0
1.9584492,0.7542894,1.4386251,1.7751422,0.7892598,0.63826495,1.2174822,1.1619787,130.1946,1
0.81828,1.2035495,1.8707627,0.9352805,0.39348435,0.754412,0.78821397,0.26221737,265.07098,1
0.325743,1.3691242,0.6789555,1.9097968,0.4871935,0.197849,1.5070091,1.7620721,192.48018,0
0.55622673,0.4041762,0.37153226,1.0440246,0.93683326,0.51887965,0.09034623,0.96298265,388.78442,1
1.9186647,1.3050385,0.9910131,0.22138415,0.50487256,0.5895479,1.529607,1.7534215,362.797,1
1.8032837,1.9691372,1.9647334,1.9059982,0.14364429,0.27558708,0.60893303,1.1057965,383.32202,1
0.19395578,1.6915939,1.2335124,1.0847288,0.33062264,0.506511,0.32062405,1.7038664,375.52826,1
1.1684557,1.4702588,0.59206575,0.74250525,0.8097099,1.5200299,1.544706,0.41362706,257.3316,1
1.8830777,0.24131067,1.7922442,0.20079128,0.5290796,1.692957,0.35898414,0.82713586,320.76962,1
0.8997186,0.49051794,1.4204904,1.7026693,1.7491503,0.6786443,1.0617008,0.49681282,210.89706,1
0.489593,0.32250813,1.880038,1.7759776,1.5547174,1.035323,0.98121583,1.0594913,242.5394,1
1.073136,0.86912614,0.26350966,0.2513277,1.9044994,0.9640615,1.906411,0.32715374,260.20996,1
1.1088331,0.4154345,0.50636923,0.060109157,0.23790662,1.8336968,0.643066,1.2162584,289.3827,1
0.93002826,0.8009025,1.0637722,0.3744779,1.9772078,1.6366158,1.4832293,0.9375186,146.25851,1
0.30575424,1.8413317,0.6827741,0.10021338,0.68480736,1.588914,1.2454175,1.5016772,361.33344,0
1.5872707,0.42390922,1.8475666,0.8759792,1.2780273,0.0046175453,1.986737,0.5617928,565.6151,1
0.12412621,0.9165241,0.25806013,0.3046534,1.2645656,0.78585476,1.8437049,0.638313,248.26067,1
1.4523603,0.92219883,1.3199027,1.1993908,0.94556797,1.9001222,0.6854273,0.354471,351.07712,1
1.3561882,1.6920152,0.08050748,0.89926535,1.7849754,1.4992372,1.9836154,1.0628276,290.14084,1
1.3199915,0.60496056,1.8950711,0.73267096,1.4770215,0.80628043,1.1236379,1.4395651,204.01785,1
1.0178683,1.8141726,0.83860195,1.2941436,0.68472487,0.8163133,0.8801002,0.25161403,214.69159,1
0.18344736,1.3349799,1.3110355,1.3258194,0.039532892,0.6530937,0.3956197,1.5563028,287.5675,1
1.7212608,0.49336076,1.3356984,0.2587256,0.55030507,0.277309,0.5670415,1.3494731,219.43852,1
1.8206538,0.40504482,1.0841581,1.4027822,1.9058449,1.2201209,0.51021385,1.2509563,107.580605,0
0.64098233,1.9522568,0.7993523,1.3708555,0.046455164,0.8001229,1.7502152,1.2204549,242.08675,1
0.88788575,1.871875,1.7079687,0.64443135,1.0890968,0.97964853,1.264405,0.66822255,176.78598,1
0.48841,1.8253437,1.847749,1.6866457,1.9564089,1.4899831,1.5293344,1.5251802,321.44562,1
0.96121526,0.9129044,0.48045254,1.2896384,0.5786403,0.51561683,1.1719228,0.81996477,180.32632,1
0.4377132,1.632112,1.7211398,0.33539903,0.015014065,0.6722599,1.5950217,1.6783477,283.2369,1
0.27665815,1.5486718,0.23140833,0.7801252,1.9972191,0.38518164,0.30792716,0.84560066,56.439663,0
1.2393371,1.8658016,1.9616423,0.13928127,0.27599505,1.581476,0.5412643,1.7696981,224.44095,1
1.3269066,0.2236896,1.6650586,0.35271275,0.84699076,1.1043699,1.0015323,1.3723258,385.2702,1
1.3053734,1.984084,1.9988438,1.0329188,0.19039817,1.4556866,1.9533281,0.63665277,418.91232,1
0.92241776,0.8495538,0.10283831,1.3445289,0.7066754,1.5749278,1.6642401,1.6424615,218.57991,1
0.833332,0.6430914,1.4976416,1.6027789,0.9825149,1.786062,0.2878174,1.7581376,270.6618,1
0.19219047,0.30705103,1.06768,0.13503696,0.1056142,0.0010374883,0.87263334,1.5492477,309.61298,0
0.0696767,1.3045152,1.6462547,0.3360017,0.29372746,1.721602,1.6462492,1.0778835,320.0355,1
1.6383997,0.18551216,0.788963,1.4755951,0.5149039,1.5046579,1.0083572,1.500532,456.02924,1
0.92935926,0.7358087,0.43837842,0.4167587,1.5029817,0.2378207,0.1719647,0.35258272,259.91455,1
0.35069302,1.6462152,0.7970132,1.9807769,0.27442253,1.3070797,0.89745903,0.78583634,391.48373,1
1.7501684,1.9511913,1.7457179,0.38460135,0.44159585,1.3121477,0.57816714,1.4694502,200.16946,1
1.1328413,1.1018175,1.6570939,1.4210656,0.05315553,0.098918274,1.2031169,0.97238415,189.14671,1
0.5203693,0.83731216,1.5158206,1.6532229,1.1224462,0.77073896,0.5413935,1.043837,386.56262,1
0.62949926,1.1281903,1.3533047,0.13215843,0.00213493,0.4245543,1.789023,1.2925816,257.77042,1
0.3439207,1.780528,0.9399119,0.9521835,1.8710839,0.11897338,0.43035656,1.1715426,203.34268,1
0.39097303,1.359054,0.42818457,0.19831394,0.41397032,0.84546804,0.3522766,0.26938406,279.4352,1
1.7205638,0.6407944,0.7215174,0.11054082,0.71473926,0.5296143,1.2209702,0.4107806,385.46765,1
1.7767309,1.8593333,0.19966212,0.21480592,0.23065288,1.2391385,0.24393792,1.7047646,272.81393,1
1.508543,1.6396177,1.052121,1.9933544,0.08835021,0.80252993,0.64787334,1.897291,304.2526,1
1.1537219,1.6123819,0.3406824,1.9572682,0.9972791,0.98734415,1.9417695,0.7614647,160.56248,1
0.79505,1.1695054,0.2561052,0.64217126,0.38641664,0.20656696,1.7322892,1.1786623,232.3997,1
0.7173456,0.81733876,0.863038,1.2662984,1.8535388,1.8655592,0.78298396,0.65852493,313.01788,0
0.902093,1.1358684,0.92363584,1.3175068,1.108798,0.6414311,0.6914616,0.7571856,49.759796,0
0.18927954,0.33212528,1.4462276,0.7781934,0.42907795,1.1253449,1.5110791,0.5148447,179.55489,1
1.6535797,1.8550097,1.194789,1.3378953,0.10515198,1.8910397,0.78496945,1.8478009,250.69511,1
1.157955,0.009237598,0.077084,1.3608376,1.125336,0.053064875,1.4869199,1.7042906,78.13402,0
0.992835,0.93151486,0.010946218,1.5732994,0.66143215,1.7575272,0.74612117,1.1301558,326.3337,1
0.54068357,0.32117662,1.5498158,0.99318093,1.0729759,1.9308319,1.9271598,1.7112843,334.84933,1
0.3752186,1.1885453,1.7562948,0.7489279,0.20221233,1.6219258,0.9635271,1.1287854,308.88263,1
1.9642886,1.2144228,0.8499588,0.7399687,0.8352386,0.23679817,1.5895011,1.6754338,274.99695,1
0.56879425,0.60759324,1.7486686,0.047940712,1.0409149,0.9273514,1.3802536,0.3267834,224.48523,1
1.3366615,0.75346804,1.2374295,0.08019002,0.9234544,1.0445018,0.4286528,0.2792473,201.68271,1
0.3769486,0.68828213,0.1936203,1.8946396,0.80998814,1.6179392,1.9488343,0.16147056,373.4133,1
1.3033389,1.7428181,1.2684689,0.85805225,0.8621527,0.07179777,1.0692015,1.9870859,445.62668,1
1.917415,0.080798455,1.411594,0.60352975,1.8059783,0.09022949,1.8717482,1.6749514,157.05934,0
0.23500876,0.11964867,1.6694154,0.31151533,1.0697963,1.8314897,1.1348963,0.7944666,215.466,1
0.8900321,0.12623434,1.9375046,0.6213084,0.378727,0.5720946,1.9287463,0.18857211,231.26466,1
1.734606,1.4156878,1.6600384,1.9517951,1.6843094,1.8867646,0.25387052,1.5915772,365.54614,0
1.0913514,1.0869912,1.7978431,1.9436077,1.4096767,0.96587676,0.9128077,0.7726829,246.42719,1
0.72319806,0.7830137,0.17950647,0.15487216,1.5597397,0.8921458,1.861369,1.224442,328.15616,1
0.070351966,0.31504667,0.41163957,1.951472,0.43740845,1.0315113,1.8723539,1.9543855,304.20615,1
0.47272086,0.09823529,0.30720365,0.12665696,0.39024848,1.1371394,1.8248976,1.0744377,368.7432,1
1.2519791,0.4037345,1.6011672,1.2355778,1.7282736,1.8976862,0.69580156,0.18115811,264.78683,1
0.45185792,0.8756831,1.8913873,0.75661963,1.5415465,1.0809534,0.36561754,0.6414682,161.56477,1
1.3063837,1.3457068,0.8695195,0.45729122,1.4438136,0.33774608,1.8733394,0.37580717,352.23227,1
0.21462473,0.9952954,1.0390992,1.0163858,0.873335,1.9896297,0.97256124,0.95589316,242.14644,1
0.84353215,0.13365151,1.1859132,0.45593554,1.275218,0.10166693,1.9627742,0.93801016,262.4655,1
1.7935108,0.95112234,0.12066164,1.6444271,1.2963674,1.5635141,0.85633975,1.2758735,290.9181,1
1.712458,1.2621309,0.69534725,1.3250592,1.3437084,1.9211739,0.7418246,0.8501635,163.02293,1
1.6242459,1.0115247,1.4731462,0.91941893,0.43099028,1.4904077,0.26231033,0.39716733,295.60956,1
1.25365,1.4945396,1.7893758,0.545173,0.22144851,1.9120933,0.30884618,0.39533398,256.4944,1
0.5826589,1.0587827,1.7656511,1.521092,1.4163151,0.35036114,0.7153653,0.9568099,236.4385,1
0.2948519,0.5468594,0.61666644,0.2545524,1.1004794,1.4100564,0.13986327,0.9622462,376.41574,1
1.5644224,1.4959803,1.6301461,0.8964813,1.6411141,0.48150614,0.7216211,0.35271114,317.21017,1
0.93496907,0.78412,0.48185423,1.5035614,0.62769353,0.54560864,0.26178065,0.8776434,1.630701,0
0.60592926,0.73854566,0.47199452,1.5263109,1.8600067,0.9958637,1.2859968,1.7343446,253.5366,1
1.9976593,1.227033,1.7795589,1.8172165,1.582903,0.9218628,0.16230801,0.03161111,158.95525,1
0.95440125,0.98862904,0.8147248,1.1363347,1.1043254,1.6732261,0.21731421,0.45035532,186.9784,1
1.58601,1.6956737,1.9896485,1.745824,1.779798,0.6286959,0.80332327,0.5361702,320.15503,1
1.2125988,1.8776107,0.68928176,1.1140035,0.5925993,0.33959994,0.39037105,0.11589069,222.31839,1
1.898587,0.8057592,1.6682417,1.362659,0.38384232,0.3509245,1.6239763,0.5294234,191.47589,1
1.8265704,0.2801108,1.3554173,1.6289477,0.47051278,0.5524147,1.9290378,0.5291952,348.43927,1
0.8599141,0.8650312,0.5060695,1.5515822,1.5436987,0.756636,1.6702516,0.42614987,366.93292,1
0.0086115515,1.1423347,1.9881556,0.07728862,0.41599613,1.0378293,1.6198815,0.17808402,273.43234,1
0.7904693,1.4941516,0.7430864,0.37767285,0.39099166,0.82009757,0.9588342,1.7236289,320.39905,1
1.2845049,1.380804,1.9659743,0.8236869,0.8067088,1.846694,0.49175116,1.4596305,105.2116,0
1.5091463,0.195576,0.9364628,0.40112495,0.37075055,0.92765623,0.5788594,1.5921209,123.56082,0
1.8152097,1.6054412,0.53206176,0.5482688,0.5094567,0.2700762,1.8875967,0.8040956,108.518585,0
0.44937894,1.6933421,0.7983906,0.07023362,0.32388315,1.2785007,1.5658106,0.42186877,492.26132,1
1.8347912,1.7019942,1.6967615,0.4553223,0.101071976,1.7348471,0.61160046,1.2378328,222.32153,1
1.5199338,0.25658652,1.5616767,1.8770229,1.4567499,0.8824455,1.7533562,1.0549153,187.36383,0
1.4895419,1.6410118,1.4987057,0.57570976,0.2356878,0.47667706,1.0057498,1.0105538,459.53943,1
1.1652887,0.7902037,1.5737828,1.8263075,0.4934501,1.4730464,1.3559437,1.046181,208.35097,1
